frequency_hz,mean_psd_db,std_psd_db
742.8955078125,-58.56827926635742,8.745027542114258
753.662109375,-58.46986770629883,8.790377616882324
764.4287109375,-58.26451110839844,8.730864524841309
775.1953125,-58.11507797241211,8.691243171691895
785.9619140625,-58.24943161010742,8.720393180847168
796.728515625,-58.54124450683594,8.683223724365234
807.4951171875,-58.72784423828125,8.849839210510254
818.26171875,-58.99845504760742,8.97996997833252
829.0283203125,-59.29117202758789,8.837980270385742
839.794921875,-59.41468811035156,8.707955360412598
850.5615234375,-59.56564712524414,8.771156311035156
861.328125,-59.66471481323242,8.951459884643555
872.0947265625,-59.620361328125,9.186917304992676
882.861328125,-59.44404602050781,9.253852844238281
893.6279296875,-59.50210189819336,9.20273494720459
904.39453125,-59.68644714355469,9.292304992675781
915.1611328125,-59.91104507446289,9.332277297973633
925.927734375,-59.81830596923828,9.203169822692871
936.6943359375,-59.67054748535156,9.061417579650879
947.4609375,-59.66073989868164,9.16415023803711
958.2275390625,-59.74987030029297,9.264716148376465
968.994140625,-59.81576919555664,9.276123046875
979.7607421875,-59.85060119628906,9.311745643615723
990.52734375,-59.91087341308594,9.311811447143555
1001.2939453125,-60.00765609741211,9.237028121948242
1012.060546875,-60.17449188232422,9.339845657348633
1022.8271484375,-60.41865921020508,9.436271667480469
1033.59375,-60.76683807373047,9.476507186889648
1044.3603515625,-60.95400619506836,9.52304744720459
1055.126953125,-61.14356231689453,9.421533584594727
1065.8935546875,-61.34198760986328,9.325393676757812
1076.66015625,-61.44546890258789,9.283731460571289
1087.4267578125,-61.52992248535156,9.280335426330566
1098.193359375,-61.57958221435547,9.30354118347168
1108.9599609375,-61.63676452636719,9.226126670837402
1119.7265625,-61.77190399169922,9.214547157287598
1130.4931640625,-61.96570587158203,9.130128860473633
1141.259765625,-62.02054214477539,8.979334831237793
1152.0263671875,-62.18812942504883,9.006430625915527
1162.79296875,-62.28777313232422,9.15982723236084
1173.5595703125,-62.47575378417969,9.234524726867676
1184.326171875,-62.69152069091797,9.215408325195312
1195.0927734375,-62.96776580810547,9.186844825744629
